::1 - - [08/Mar/2013:22:36:48 -0430] "GET /scripts HTTP/1.1" 301 238
::1 - - [08/Mar/2013:22:36:49 -0430] "GET /scripts/ HTTP/1.1" 200 488
::1 - - [08/Mar/2013:22:36:49 -0430] "GET /favicon.ico HTTP/1.1" 404 209
::1 - - [08/Mar/2013:22:36:58 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 500 -
::1 - - [08/Mar/2013:22:53:55 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 500 -
::1 - - [08/Mar/2013:22:54:37 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 500 -
::1 - - [08/Mar/2013:22:54:40 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 500 -
::1 - - [08/Mar/2013:22:55:50 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 7911
::1 - - [08/Mar/2013:23:55:52 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 7373
::1 - - [08/Mar/2013:23:57:02 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 7389
::1 - - [09/Mar/2013:00:36:45 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 8356
::1 - - [09/Mar/2013:00:37:44 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 8356
::1 - - [09/Mar/2013:00:37:48 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 8356
::1 - - [09/Mar/2013:00:37:49 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 8356
::1 - - [09/Mar/2013:00:37:49 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 8356
::1 - - [09/Mar/2013:00:37:49 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 8356
::1 - - [09/Mar/2013:00:37:49 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 8356
::1 - - [09/Mar/2013:00:37:50 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 8356
::1 - - [09/Mar/2013:00:37:50 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 8356
::1 - - [09/Mar/2013:00:42:28 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 8356
::1 - - [09/Mar/2013:00:42:31 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 8356
::1 - - [09/Mar/2013:00:42:33 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 8356
::1 - - [09/Mar/2013:00:42:34 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 8356
::1 - - [09/Mar/2013:00:42:35 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 8356
::1 - - [09/Mar/2013:00:43:53 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 34297
::1 - - [09/Mar/2013:00:44:25 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 18265
::1 - - [09/Mar/2013:00:44:48 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 11452
::1 - - [09/Mar/2013:00:45:33 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19826
::1 - - [09/Mar/2013:00:46:54 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19826
::1 - - [09/Mar/2013:00:50:14 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19826
::1 - - [09/Mar/2013:00:50:22 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19826
::1 - - [09/Mar/2013:00:51:33 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 500 -
::1 - - [09/Mar/2013:00:52:28 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19836
::1 - - [09/Mar/2013:00:52:52 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19841
::1 - - [09/Mar/2013:00:53:07 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19827
::1 - - [09/Mar/2013:00:53:21 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19826
::1 - - [09/Mar/2013:00:53:32 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19826
::1 - - [09/Mar/2013:00:53:47 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19827
::1 - - [09/Mar/2013:00:54:17 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19826
::1 - - [09/Mar/2013:00:54:32 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19839
::1 - - [09/Mar/2013:00:54:41 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19839
::1 - - [09/Mar/2013:00:54:45 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19839
::1 - - [09/Mar/2013:00:54:58 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19839
::1 - - [09/Mar/2013:00:55:08 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19839
::1 - - [09/Mar/2013:00:55:11 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 16446
::1 - - [09/Mar/2013:00:55:11 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 16446
::1 - - [09/Mar/2013:00:55:12 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19839
::1 - - [09/Mar/2013:00:55:25 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19839
::1 - - [09/Mar/2013:00:55:43 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19826
::1 - - [09/Mar/2013:00:55:52 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19826
::1 - - [09/Mar/2013:00:56:04 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19826
::1 - - [09/Mar/2013:00:56:08 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19826
::1 - - [09/Mar/2013:00:59:14 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19826
::1 - - [09/Mar/2013:00:59:39 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19826
::1 - - [09/Mar/2013:01:00:34 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19839
::1 - - [09/Mar/2013:01:00:43 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19826
::1 - - [09/Mar/2013:01:00:57 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19839
::1 - - [09/Mar/2013:01:01:06 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 19839
::1 - - [09/Mar/2013:01:06:54 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 500 -
::1 - - [09/Mar/2013:01:06:56 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 500 -
::1 - - [09/Mar/2013:01:06:57 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 500 -
::1 - - [09/Mar/2013:01:08:30 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 500 -
::1 - - [09/Mar/2013:01:08:33 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 500 -
::1 - - [09/Mar/2013:01:09:15 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 15299
::1 - - [09/Mar/2013:01:10:09 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 31331
::1 - - [09/Mar/2013:01:12:55 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 661
::1 - - [09/Mar/2013:01:22:05 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 661
::1 - - [09/Mar/2013:01:22:58 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 736
::1 - - [09/Mar/2013:01:24:27 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 737
::1 - - [09/Mar/2013:01:25:04 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 34779
::1 - - [09/Mar/2013:01:40:55 -0430] "GET /scripts/loadrandomfixtures.php HTTP/1.1" 200 35401
